FID,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x_l93,y_l93
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-139b,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,-0.6,ug.m-3,mensuelle,2018/11/01 00:00,2018/11/30 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-139a,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.2,ug.m-3,mensuelle,2018/12/01 00:00,2018/12/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1399,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,-0.9,ug.m-3,mensuelle,2019/01/01 00:00,2019/01/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1398,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0,ug.m-3,mensuelle,2019/02/01 00:00,2019/02/28 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1397,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.9,ug.m-3,mensuelle,2019/03/01 00:00,2019/03/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1396,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,-0.5,ug.m-3,mensuelle,2019/04/01 00:00,2019/04/30 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1395,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,-0.6,ug.m-3,mensuelle,2019/05/01 00:00,2019/05/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1394,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,-0.2,ug.m-3,mensuelle,2019/06/01 00:00,2019/06/30 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1393,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0,ug.m-3,mensuelle,2019/07/01 00:00,2019/07/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1392,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.4,ug.m-3,mensuelle,2019/08/01 00:00,2019/08/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1391,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.9,ug.m-3,mensuelle,2019/09/01 00:00,2019/09/30 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1390,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.7,ug.m-3,mensuelle,2019/10/01 00:00,2019/10/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-138f,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,1.1,ug.m-3,mensuelle,2019/11/01 00:00,2019/11/30 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-138e,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,1.3,ug.m-3,mensuelle,2019/12/01 00:00,2019/12/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-138d,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.7,ug.m-3,mensuelle,2020/01/01 00:00,2020/01/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-138c,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,1.9,ug.m-3,mensuelle,2020/02/01 00:00,2020/02/29 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-138b,BOUCHES-DU-RHONE,Sausset-les-Pins,13104,Sausset les Pins,FR02021,Périurbaine,industrielle,Dioxyde de soufre,1,0.4,ug.m-3,mensuelle,2020/03/01 00:00,2020/03/31 23:59,true,871824.98009869,6250314.7080371
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-138a,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,16.5,ug.m-3,mensuelle,2018/07/01 00:00,2018/07/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1389,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,16.5,ug.m-3,mensuelle,2018/08/01 00:00,2018/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1388,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,17,ug.m-3,mensuelle,2018/09/01 00:00,2018/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1387,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,17.4,ug.m-3,mensuelle,2018/10/01 00:00,2018/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1386,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,,ug.m-3,mensuelle,2018/11/01 00:00,2018/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1385,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,23.8,ug.m-3,mensuelle,2018/12/01 00:00,2018/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1384,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,16.8,ug.m-3,mensuelle,2019/01/01 00:00,2019/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1383,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,25.8,ug.m-3,mensuelle,2019/02/01 00:00,2019/02/28 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1382,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,18.3,ug.m-3,mensuelle,2019/03/01 00:00,2019/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1381,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,18.9,ug.m-3,mensuelle,2019/04/01 00:00,2019/04/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1380,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,15.9,ug.m-3,mensuelle,2019/05/01 00:00,2019/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-137f,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,15.7,ug.m-3,mensuelle,2019/06/01 00:00,2019/06/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-137e,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,15.7,ug.m-3,mensuelle,2019/07/01 00:00,2019/07/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-137d,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,13.8,ug.m-3,mensuelle,2019/08/01 00:00,2019/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-137c,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,16.9,ug.m-3,mensuelle,2019/09/01 00:00,2019/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-137b,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,16.7,ug.m-3,mensuelle,2019/10/01 00:00,2019/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-137a,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,20,ug.m-3,mensuelle,2019/11/01 00:00,2019/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1379,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,22.9,ug.m-3,mensuelle,2019/12/01 00:00,2019/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1378,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,26.8,ug.m-3,mensuelle,2020/01/01 00:00,2020/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1377,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,25.4,ug.m-3,mensuelle,2020/02/01 00:00,2020/02/29 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1376,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,17.4,ug.m-3,mensuelle,2020/03/01 00:00,2020/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1375,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Dioxyde d'azote,8,8.1,ug.m-3,mensuelle,2020/05/01 00:00,2020/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1374,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,20.8,ug.m-3,mensuelle,2018/07/01 00:00,2018/07/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1373,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,20.2,ug.m-3,mensuelle,2018/08/01 00:00,2018/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1372,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,24.4,ug.m-3,mensuelle,2018/09/01 00:00,2018/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1371,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,26.1,ug.m-3,mensuelle,2018/10/01 00:00,2018/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1370,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,,ug.m-3,mensuelle,2018/11/01 00:00,2018/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-136f,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,52.8,ug.m-3,mensuelle,2018/12/01 00:00,2018/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-136e,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,25.5,ug.m-3,mensuelle,2019/01/01 00:00,2019/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-136d,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,36.9,ug.m-3,mensuelle,2019/02/01 00:00,2019/02/28 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-136c,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,23.2,ug.m-3,mensuelle,2019/03/01 00:00,2019/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-136b,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,25.8,ug.m-3,mensuelle,2019/04/01 00:00,2019/04/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-136a,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,21.5,ug.m-3,mensuelle,2019/05/01 00:00,2019/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1369,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,20.9,ug.m-3,mensuelle,2019/06/01 00:00,2019/06/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1368,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,19.9,ug.m-3,mensuelle,2019/07/01 00:00,2019/07/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1367,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,17.5,ug.m-3,mensuelle,2019/08/01 00:00,2019/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1366,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,21.5,ug.m-3,mensuelle,2019/09/01 00:00,2019/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1365,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,23.6,ug.m-3,mensuelle,2019/10/01 00:00,2019/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1364,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,31.9,ug.m-3,mensuelle,2019/11/01 00:00,2019/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1363,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,37.2,ug.m-3,mensuelle,2019/12/01 00:00,2019/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1362,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,41.5,ug.m-3,mensuelle,2020/01/01 00:00,2020/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1361,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,31.6,ug.m-3,mensuelle,2020/02/01 00:00,2020/02/29 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1360,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,19.1,ug.m-3,mensuelle,2020/03/01 00:00,2020/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-135f,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Oxydes d'azote,9,10.3,ug.m-3,mensuelle,2020/05/01 00:00,2020/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-135e,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,83.1,ug.m-3,mensuelle,2018/07/01 00:00,2018/07/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-135d,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,72.3,ug.m-3,mensuelle,2018/08/01 00:00,2018/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-135c,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,64.5,ug.m-3,mensuelle,2018/09/01 00:00,2018/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-135b,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,45.8,ug.m-3,mensuelle,2018/10/01 00:00,2018/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-135a,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,,ug.m-3,mensuelle,2018/11/01 00:00,2018/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1359,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,23.5,ug.m-3,mensuelle,2018/12/01 00:00,2018/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1358,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,43.6,ug.m-3,mensuelle,2019/01/01 00:00,2019/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1357,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,43.1,ug.m-3,mensuelle,2019/02/01 00:00,2019/02/28 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1356,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,67.1,ug.m-3,mensuelle,2019/03/01 00:00,2019/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1355,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,71.8,ug.m-3,mensuelle,2019/04/01 00:00,2019/04/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1354,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,72,ug.m-3,mensuelle,2019/05/01 00:00,2019/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1353,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,65.2,ug.m-3,mensuelle,2019/06/01 00:00,2019/06/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1352,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,72.2,ug.m-3,mensuelle,2019/08/01 00:00,2019/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1351,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,60,ug.m-3,mensuelle,2019/09/01 00:00,2019/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1350,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,44.4,ug.m-3,mensuelle,2019/10/01 00:00,2019/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-134f,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,33.1,ug.m-3,mensuelle,2019/11/01 00:00,2019/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-134e,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,34.1,ug.m-3,mensuelle,2019/12/01 00:00,2019/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-134d,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,33,ug.m-3,mensuelle,2020/01/01 00:00,2020/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-134c,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,46,ug.m-3,mensuelle,2020/02/01 00:00,2020/02/29 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-134b,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,59.1,ug.m-3,mensuelle,2020/03/01 00:00,2020/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-134a,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,61.6,ug.m-3,mensuelle,2020/04/01 00:00,2020/04/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1349,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Ozone,7,64.2,ug.m-3,mensuelle,2020/05/01 00:00,2020/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1348,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,24.3,ug.m-3,mensuelle,2018/07/01 00:00,2018/07/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1347,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,20.3,ug.m-3,mensuelle,2018/08/01 00:00,2018/08/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1346,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,24.4,ug.m-3,mensuelle,2018/09/01 00:00,2018/09/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1345,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,24,ug.m-3,mensuelle,2018/10/01 00:00,2018/10/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1344,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,,ug.m-3,mensuelle,2018/11/01 00:00,2018/11/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1343,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,20.2,ug.m-3,mensuelle,2018/12/01 00:00,2018/12/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1342,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,14.5,ug.m-3,mensuelle,2019/01/01 00:00,2019/01/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1341,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,31.6,ug.m-3,mensuelle,2019/02/01 00:00,2019/02/28 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-1340,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,23.5,ug.m-3,mensuelle,2019/03/01 00:00,2019/03/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-133f,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,21.9,ug.m-3,mensuelle,2019/04/01 00:00,2019/04/30 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-133e,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,19,ug.m-3,mensuelle,2019/05/01 00:00,2019/05/31 23:59,true,831408.29769733,6287586.45223332
mes_sudpaca_mensuel.fid-3ea6ee3c_17281caedb0_-133d,BOUCHES-DU-RHONE,Arles,13004,Arles,FR02022,Urbaine,fond,Particules PM10,5,20.4,ug.m-3,mensuelle,2019/06/01 00:00,2019/06/30 23:59,true,831408.29769733,6287586.45223332
